uid,movement
C2419,1
C2424,1
C2423,11
C2427,1
C2426,1
C2425,2
C2429,1
C2431,1
C2430,1
C2433,1
C2432,1
C2434,1
C2437,5
C2436,2
C2439,28
C2438,1
C2448,356
C2449,232
C2443,200
C2444,9
C2445,156
C2446,816
C2440,8
C2441,1
C2442,91
C2460,67
C2458,12
C2459,197
C2456,1034
C2457,653
C2454,3446
C2455,3110
C2452,2
C2453,51
C2450,2
C2451,1
C2471,4
C2470,3
C2469,1
C2461,4
C2462,1
C2463,2
C2464,55
C2465,116
C2466,248
C2467,116
C2468,16
C2481,4
C2474,1
C2475,4
C2472,5
C2473,8
C2478,1
C2476,1
C2477,1
U34003,1
U36115,1
U36113,1
U36119,1
U36103,1
U36091,2
U36093,1
U36083,1
U36081,1
U36089,2
U36067,1
U36065,1
U36061,1
U36059,1
U36055,1
U36047,1
U36045,1
U36043,1
U36033,2
U44007,1
U36031,1
U36027,1
U36019,4
U36005,1
U36001,2
C3520,1
C3510,1
C3502,2
C3501,3
C3506,10
C3509,1
C3507,1
U23031,2
U23019,1
U23017,1
U23025,1
U23007,1
U23011,1
U23001,2
U23005,3
U09003,2
U09001,1
U09009,1
U50027,1
U50023,2
U50001,1
U50007,7
U50005,1
U50021,1
U50019,15
U50011,51
U50013,3
U50015,1
U50017,1
U25005,1
U25003,1
U25009,4
U25017,7
U25015,1
U25013,1
U33019,1
U33017,1
U33003,1
U33001,1
U33011,3
U33013,2
U33015,2
U33005,1
U33007,1
U33009,2
U25027,3
U25025,2
U25023,1
U25021,2
