uid,movement
13067,1
13089,1
13121,1
13135,1
13137,1
13139,1
13241,1
21013,2
21095,2
21121,1
21125,1
21195,1
21235,1
37011,1
37021,141
37023,3
37027,1
37035,1
37039,1
37045,1
37071,1
37075,1
37087,102
37089,8
37097,1
37099,13
37109,1
37111,2
37113,2
37115,174
37119,2
37121,1
37149,1
37161,2
37173,20
37175,3
37189,1
37193,1
37199,5
45007,2
45021,1
45045,8
45073,2
45077,4
45083,4
45091,1
47001,4
47009,12
47011,1
47013,2
47019,4
47025,3
47057,29
47059,346
47063,1028
47065,1
47067,3
47073,62
47089,3173
47091,1
47093,73
47105,2
47107,1
47123,2
47145,2
47155,210
47163,10
47171,8
47173,2
47179,36
51105,2
51167,1
51169,1
51191,1
51195,1
51520,1
