uid,movement
21067,1
21081,1
21117,6
21111,3
26163,2
26161,1
26125,1
21015,5
18105,1
21037,3
18145,2
18141,1
18139,1
18135,7
18137,1
18161,1618
17031,3
18157,1
18177,35
18179,1
18097,15
18095,4
18075,1
18079,1
18077,1
18081,2
18089,1
18057,5
18059,2
18053,2
18065,4
18067,1
18069,1
18063,1
18039,1
18035,7
18031,1
18047,7
18041,10
18019,1
18029,4
18005,2
18003,3
18001,1
39089,1
39097,1
39091,1
39095,1
39041,1
39045,1
39047,1
39049,12
39057,13
39061,125
39071,1
39003,2
39011,2
39015,1
39017,269
39025,9
39027,3
39021,2
39023,10
39037,23
39035,1
39165,44
39161,1
39141,1
39149,3
39151,1
39159,1
39153,1
39129,1
39113,8561
39107,2
39109,35
39101,1
